8.8,-2.014,0.2,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.9,-2.125,0.084,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-2.205,0.1,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.1,-2.25,0.2,133,-2.156,0.097,196,0,0,0,0,0,0,0,0,0,0,0,0
9.2,-2.133,0.1,147,-2.196,0.085,235,0,0,0,0,0,0,0,0,0,0,0,0
9.3,-2.114,0.087,160,-2.29,0.073,209,0,0,0,0,0,0,0,0,0,0,0,0
9.4,-2.216,0.099,171,-2.316,0.2,188,-2.325,0.1,228,0,0,0,0,0,0,0,0,0
9.5,-2.233,0.052,180,-2.294,0.1,220,-2.335,0.1,248,0,0,0,0,0,0,0,0,0
9.6,-2.231,0.053,195,-2.364,0.088,208,-2.318,0.2,233,0,0,0,0,0,0,0,0,0
9.7,-2.289,0.047,170,-2.34,0.075,229,-2.369,0.2,261,-2.438,0.2,383,0,0,0,0,0,0
9.8,-2.336,0.036,159,-2.346,0.054,248,-2.364,0.1,280,-2.528,0.2,354,0,0,0,0,0,0
9.9,-2.347,0.042,154,-2.354,0.074,233,-2.402,0.087,275,-2.493,0.1,390,0,0,0,0,0,0
10,-2.364,0.032,143,-2.354,0.03,236,-2.43,0.033,276,-2.48,0.052,421,-2.642,0.2,329,0,0,0
10.1,-2.509,0.035,109,-2.452,0.081,200,-2.36,0.048,268,-2.516,0.037,434,-2.637,0.082,329,0,0,0
10.2,-2.526,0.077,108,-2.426,0.038,224,-2.502,0.09,235,-2.491,0.018,443,-2.564,0.055,406,0,0,0
10.3,-2.576,0.039,97,-2.43,0.026,223,-2.53,0.05,234,-2.593,0.046,384,-2.527,0.041,429,-2.639,0.064,340
10.4,-2.715,0.1,74,-2.515,0.054,188,-2.545,0.055,231,-2.593,0.056,380,-2.561,0.038,438,-2.697,0.1,323
10.5,-2.614,0.065,92,-2.542,0.045,172,-2.556,0.063,227,-2.566,0.026,412,-2.575,0.063,441,-2.783,0.081,304
10.6,-2.691,0.083,73,-2.64,0.056,139,-2.617,0.044,197,-2.646,0.044,357,-2.579,0.075,401,-2.873,0.038,301
10.7,-2.769,0.066,61,-2.736,0.056,116,-2.615,0.074,195,-2.686,0.048,332,-2.612,0.082,390,-2.944,0.066,289
10.8,-2.894,0.096,39,-2.865,0.071,83,-2.762,0.069,146,-2.815,0.045,252,-2.744,0.053,333,-2.908,0.1,280
10.9,-3.18,0.028,19,-2.905,0.063,74,-2.978,0.071,84,-2.98,0.033,189,-2.788,0.079,304,-3.011,0.079,242
11,-3.38,0.2,7,-3.113,0.054,46,-3.117,0.092,69,-3.139,0.023,130,-3,0.049,193,-3.113,0.1,203
11.1,-3.37,0.094,10,-3.43,0.086,24,-3.347,0.061,40,-3.368,0.09,73,-3.148,0.097,139,-3.279,0.1,148
11.2,0,0,0,-3.67,0.076,13,-3.54,0.1,24,-3.539,0.084,55,-3.286,0.1,107,-3.405,0.065,114
11.3,-4.6,1.6,1,-4.04,0.2,4,-3.83,0.09,13,-3.93,0.1,20,-3.671,0.1,51,-3.63,0.095,72
11.4,0,0,0,-4.15,0.2,3,-4.23,0.2,4,-4.08,0.1,15,-4.04,0.096,23,-3.92,0.1,37
11.5,0,0,0,-4.57,0.6,2,-4.73,0.7,1,-4.66,0.5,5,-4.43,0.2,7,-4.22,0.046,19
11.6,0,0,0,0,0,0,-5.01,1.4,1,-5.34,0.0089,1,-5.06,1,2,-5.05,0.1,3
11.7,0,0,0,0,0,0,0,0,0,-4.81,0.0026,3,-4.75,0.5,3,-4.81,0.2,3
11.8,0,0,0,0,0,0,0,0,0,0,0,0,-4.94,0.8,1,-5.42,0.6,1
12,0,0,0,0,0,0,0,0,0,0,0,0,-5.48,2.7,1,0,0,0
